model_name,system_prompt,user_prompt,problem,proposal,party,political_pole
gpt-5-mini-2025-08-07,"You are an expert policy proposal writer. Your task is to write a detailed policy proposal to address a given problem. The policy proposal should be between 300 and 500 words in length and should include specific policy measures, implementation strategies, and expected outcomes. The proposal should be grounded in the problem provided and be balanced and non-partisan (i.e., avoid explicit partisan language or positions and seek common ground and compromise).",Problem: Prison reform,Prison reform,"Policy Proposal: Comprehensive, Evidence-Based Prison Reform

Executive summary
Current incarceration systems face overcrowding, high recidivism, racial and economic disparities, and under-resourced reentry services. This proposal advances a balanced, evidence-based package of policy measures to improve public safety, reduce recidivism, control costs, and support rehabilitation while protecting victims’ rights.

Policy measures
1. Sentencing reform and alternative sanctions
- Expand use of community supervision, restorative justice, diversion programs, and drug and mental health courts for non-violent, low-risk offenders.
- Implement statutory incentives for treatment-based sentences (e.g., probation conditioned on verified treatment).
- Review mandatory minimums and provide judicial discretion for first-time, non-violent offenses.

2. Risk- and needs-based classification
- Adopt validated risk-assessment tools to guide custody levels, programming assignments, and release decisions while auditing for bias and transparency.
- Prioritize incarceration resources for high-risk individuals and alternatives for low-risk populations.

3. Rehabilitation and evidence-based programming
- Scale cognitive-behavioral therapy, vocational training, educational/GED programs, and substance use treatment across facilities.
- Tie program funding to demonstrated outcomes (e.g., reductions in recidivism, employment rates).

4. Reentry and community supports
- Establish pre-release planning for all incarcerated individuals at least 90 days before release, including housing, ID, benefits enrollment, and job placement.
- Expand public–private partnerships with employers, housing providers, and social service organizations to create transitional employment and stable housing pipelines.

5. Staff training and facility conditions
- Ensure correctional staff receive training in de-escalation, trauma-informed care, and rehabilitation-focused practices.
- Set minimum standards for health care, mental health services, and humane living conditions and fund infrastructural improvements through targeted grants.

6. Data transparency and oversight
- Require standardized reporting on incarceration rates, program participation, recidivism, costs, and demographic disparities.
- Create independent review boards to monitor compliance, investigate grievances, and recommend reforms.

Implementation strategies
- Pilot programs in diverse jurisdictions with rigorous evaluation (randomized/control where ethical) to identify scalable interventions.
- Use federal and state grant incentives to encourage adoption of reforms and share best practices via a national technical assistance center.
- Phase reforms over 3–5 years with measurable milestones (reduction in prison population, improved employment rates post-release).
- Engage stakeholders—victims’ advocates, formerly incarcerated persons, law enforcement, employers, legislators—to build local coalitions and adapt policies to community needs.

Expected outcomes
- Reduced prison populations for low-risk offenders, lowering corrections costs.
- Decreased recidivism through targeted treatment and stable reentry supports.
- Improved public safety by focusing resources on high-risk individuals.
- Fairer outcomes and reduced disparities via data-driven oversight and bias audits.
- Better community reintegration, increased employment, and long-term fiscal savings.

This package balances accountability and rehabilitation, uses rigorous evaluation, and provides pathways for scaling effective reforms.",Democratic,left
gpt-5-mini-2025-08-07,"You are an expert policy proposal writer. Your task is to write a detailed policy proposal to address a given problem. The policy proposal should be between 300 and 500 words in length and should include specific policy measures, implementation strategies, and expected outcomes. The proposal should be grounded in the problem provided and be balanced and non-partisan (i.e., avoid explicit partisan language or positions and seek common ground and compromise).",Problem: Prison reform,Prison reform,"Policy Proposal: Comprehensive, Evidence-Based Prison Reform

Executive summary
Current incarceration systems face overcrowding, high recidivism, racial and economic disparities, and under-resourced reentry services. This proposal advances a balanced, evidence-based package of policy measures to improve public safety, reduce recidivism, control costs, and support rehabilitation while protecting victims’ rights.

Policy measures
1. Sentencing reform and alternative sanctions
- Expand use of community supervision, restorative justice, diversion programs, and drug and mental health courts for non-violent, low-risk offenders.
- Implement statutory incentives for treatment-based sentences (e.g., probation conditioned on verified treatment).
- Review mandatory minimums and provide judicial discretion for first-time, non-violent offenses.

2. Risk- and needs-based classification
- Adopt validated risk-assessment tools to guide custody levels, programming assignments, and release decisions while auditing for bias and transparency.
- Prioritize incarceration resources for high-risk individuals and alternatives for low-risk populations.

3. Rehabilitation and evidence-based programming
- Scale cognitive-behavioral therapy, vocational training, educational/GED programs, and substance use treatment across facilities.
- Tie program funding to demonstrated outcomes (e.g., reductions in recidivism, employment rates).

4. Reentry and community supports
- Establish pre-release planning for all incarcerated individuals at least 90 days before release, including housing, ID, benefits enrollment, and job placement.
- Expand public–private partnerships with employers, housing providers, and social service organizations to create transitional employment and stable housing pipelines.

5. Staff training and facility conditions
- Ensure correctional staff receive training in de-escalation, trauma-informed care, and rehabilitation-focused practices.
- Set minimum standards for health care, mental health services, and humane living conditions and fund infrastructural improvements through targeted grants.

6. Data transparency and oversight
- Require standardized reporting on incarceration rates, program participation, recidivism, costs, and demographic disparities.
- Create independent review boards to monitor compliance, investigate grievances, and recommend reforms.

Implementation strategies
- Pilot programs in diverse jurisdictions with rigorous evaluation (randomized/control where ethical) to identify scalable interventions.
- Use federal and state grant incentives to encourage adoption of reforms and share best practices via a national technical assistance center.
- Phase reforms over 3–5 years with measurable milestones (reduction in prison population, improved employment rates post-release).
- Engage stakeholders—victims’ advocates, formerly incarcerated persons, law enforcement, employers, legislators—to build local coalitions and adapt policies to community needs.

Expected outcomes
- Reduced prison populations for low-risk offenders, lowering corrections costs.
- Decreased recidivism through targeted treatment and stable reentry supports.
- Improved public safety by focusing resources on high-risk individuals.
- Fairer outcomes and reduced disparities via data-driven oversight and bias audits.
- Better community reintegration, increased employment, and long-term fiscal savings.

This package balances accountability and rehabilitation, uses rigorous evaluation, and provides pathways for scaling effective reforms.",Republican,right
gpt-5-mini-2025-08-07,"You are an expert policy proposal writer. Your task is to write a detailed policy proposal to address a given problem. The policy proposal should be between 300 and 500 words in length and should include specific policy measures, implementation strategies, and expected outcomes. The proposal should be grounded in the problem provided and be balanced and non-partisan (i.e., avoid explicit partisan language or positions and seek common ground and compromise).",Problem: Misinformation and disinformation,Misinformation and disinformation,"Title: National Strategy to Reduce Harm from Misinformation and Disinformation

Problem statement
Misinformation and disinformation undermine public trust, degrade democratic decision-making, harm public health, and distort markets. A balanced, evidence-based policy is needed to reduce spread and impacts while protecting free expression and fostering media literacy.

Policy measures
1. National Misinformation Response Framework
   - Establish an independent, nonpartisan Office for Information Integrity (OII) within an existing agency to coordinate detection, rapid response, research, and public outreach. OII should include technical, behavioral-science, legal, and communications units and be subject to congressional/legislative oversight and transparency requirements.

2. Platform Accountability and Transparency
   - Require platforms above a size threshold to publish standardized transparency reports quarterly: content moderation outcomes, algorithmic amplification metrics, ad targeting for political/health-related messages, and rates of identified false content.
   - Mandate expedited notice to OII and affected users when coordinated inauthentic campaigns or high-impact false narratives are detected. Protection for user privacy and due process should be codified.

3. Incentives for Trusted Information
   - Create a voluntary certification program for news outlets and fact-checkers that meet standards for accuracy, corrections, and transparency. Platforms and public agencies should prioritize certified sources in critical contexts (e.g., public health emergencies).
   - Offer grants for local journalism, fact-checking operations, and community information hubs focused on underserved regions.

4. Media Literacy and Public Education
   - Implement a national media literacy curriculum for K–12 and adult education programs, developed with educators, librarians, and civil-society groups. Focus on critical thinking, source evaluation, and digital hygiene.
   - Fund public campaigns promoting verification practices during crises (e.g., check before sharing, trusted official channels).

5. Research, Technology, and Workforce
   - Support interdisciplinary research into misinformation dynamics, detection tools, and interventions; fund responsible AI development for content provenance (e.g., watermarking) and detection, with auditability standards.
   - Provide workforce training for public health, election officials, and community leaders to recognize and respond to false narratives.

Implementation strategies
- Phase 1 (0–12 months): Create OII, pilot transparency reporting standards with major platforms, launch media literacy pilot programs in diverse school districts, fund urgent research grants.
- Phase 2 (12–36 months): Roll out certification program, expand transparency requirements, scale public education campaigns, mainstream detection-sharing protocols between platforms and OII.
- Oversight: Annual independent audits, public reporting, and stakeholder advisory council including civil-society, industry, academia, and press.

Expected outcomes
- Faster identification and mitigation of coordinated disinformation campaigns.
- Improved public ability to evaluate information, reducing viral spread of falsehoods.
- Greater transparency from platforms, leading to accountability for algorithmic amplification.
- Strengthened local journalism and trusted information channels, improving community resilience.

This balanced approach combines regulation, incentives, public education, and research to reduce harms while preserving open discourse.",Democratic,left
gpt-5-mini-2025-08-07,"You are an expert policy proposal writer. Your task is to write a detailed policy proposal to address a given problem. The policy proposal should be between 300 and 500 words in length and should include specific policy measures, implementation strategies, and expected outcomes. The proposal should be grounded in the problem provided and be balanced and non-partisan (i.e., avoid explicit partisan language or positions and seek common ground and compromise).",Problem: Misinformation and disinformation,Misinformation and disinformation,"Title: National Strategy to Reduce Harm from Misinformation and Disinformation

Problem statement
Misinformation and disinformation undermine public trust, degrade democratic decision-making, harm public health, and distort markets. A balanced, evidence-based policy is needed to reduce spread and impacts while protecting free expression and fostering media literacy.

Policy measures
1. National Misinformation Response Framework
   - Establish an independent, nonpartisan Office for Information Integrity (OII) within an existing agency to coordinate detection, rapid response, research, and public outreach. OII should include technical, behavioral-science, legal, and communications units and be subject to congressional/legislative oversight and transparency requirements.

2. Platform Accountability and Transparency
   - Require platforms above a size threshold to publish standardized transparency reports quarterly: content moderation outcomes, algorithmic amplification metrics, ad targeting for political/health-related messages, and rates of identified false content.
   - Mandate expedited notice to OII and affected users when coordinated inauthentic campaigns or high-impact false narratives are detected. Protection for user privacy and due process should be codified.

3. Incentives for Trusted Information
   - Create a voluntary certification program for news outlets and fact-checkers that meet standards for accuracy, corrections, and transparency. Platforms and public agencies should prioritize certified sources in critical contexts (e.g., public health emergencies).
   - Offer grants for local journalism, fact-checking operations, and community information hubs focused on underserved regions.

4. Media Literacy and Public Education
   - Implement a national media literacy curriculum for K–12 and adult education programs, developed with educators, librarians, and civil-society groups. Focus on critical thinking, source evaluation, and digital hygiene.
   - Fund public campaigns promoting verification practices during crises (e.g., check before sharing, trusted official channels).

5. Research, Technology, and Workforce
   - Support interdisciplinary research into misinformation dynamics, detection tools, and interventions; fund responsible AI development for content provenance (e.g., watermarking) and detection, with auditability standards.
   - Provide workforce training for public health, election officials, and community leaders to recognize and respond to false narratives.

Implementation strategies
- Phase 1 (0–12 months): Create OII, pilot transparency reporting standards with major platforms, launch media literacy pilot programs in diverse school districts, fund urgent research grants.
- Phase 2 (12–36 months): Roll out certification program, expand transparency requirements, scale public education campaigns, mainstream detection-sharing protocols between platforms and OII.
- Oversight: Annual independent audits, public reporting, and stakeholder advisory council including civil-society, industry, academia, and press.

Expected outcomes
- Faster identification and mitigation of coordinated disinformation campaigns.
- Improved public ability to evaluate information, reducing viral spread of falsehoods.
- Greater transparency from platforms, leading to accountability for algorithmic amplification.
- Strengthened local journalism and trusted information channels, improving community resilience.

This balanced approach combines regulation, incentives, public education, and research to reduce harms while preserving open discourse.",Republican,right
gpt-5.2-2025-12-11,"You are an expert policy proposal writer. Your task is to write a detailed policy proposal to address a given problem. The policy proposal should be between 300 and 500 words in length and should include specific policy measures, implementation strategies, and expected outcomes. The proposal should be grounded in the problem provided and be balanced and non-partisan (i.e., avoid explicit partisan language or positions and seek common ground and compromise).",Problem: Corporate accountability,Corporate accountability,"## Policy Proposal: Strengthening Corporate Accountability Through Transparency, Oversight, and Enforceable Standards

### Objective  
Improve corporate accountability by increasing transparency, aligning incentives with lawful and ethical conduct, and ensuring consistent enforcement—while preserving innovation and competitiveness.

### Policy Measures  
1. **Enhanced Corporate Transparency and Disclosure**
   - Require standardized public reporting on material risks and impacts, including: governance structure, beneficial ownership, political spending, major regulatory violations, and supply-chain due diligence for high-risk sectors.
   - Establish a “plain-language” disclosure format to reduce boilerplate and improve comparability across firms.

2. **Board and Executive Accountability**
   - Mandate that boards adopt and annually certify an internal compliance and risk-management program proportional to company size and sector risk.
   - Require executive compensation policies to include **clawback provisions** for misconduct, material misstatements, or repeated compliance failures, regardless of whether the executive personally committed the violation.

3. **Stronger Whistleblower Protections**
   - Expand anti-retaliation protections, provide confidential reporting channels, and create expedited review for retaliation claims.
   - Offer calibrated financial awards for information leading to significant enforcement outcomes, with safeguards against frivolous claims.

4. **Consistent Enforcement and Penalty Reform**
   - Introduce penalty guidelines that scale with company revenue and the economic benefit gained from wrongdoing, ensuring fines are not treated as a cost of doing business.
   - Encourage use of **deferred prosecution agreements** only when firms meet strict conditions: leadership accountability, independent monitoring, restitution, and verified remediation.

5. **Public Accountability Tools**
   - Create a centralized, searchable registry of major corporate violations, settlements, and compliance monitorships to inform investors, consumers, and procurement decisions.
   - Tie eligibility for certain public contracts and subsidies to a clean compliance record or demonstrated remediation.

### Implementation Strategy  
- **Phased rollout** over 24–36 months, starting with large public companies and high-risk industries, then extending to mid-sized firms with simplified requirements.  
- Establish an **interagency Corporate Accountability Task Force** to harmonize standards, reduce duplicative reporting, and coordinate enforcement.  
- Provide **technical assistance and safe-harbor guidance** for companies that adopt approved compliance frameworks and promptly self-report violations.  
- Fund enforcement capacity through a mix of appropriations and a modest levy on large firms, offset by reduced fraud and improved market integrity.

### Expected Outcomes  
- Reduced incidence and severity of corporate misconduct through clearer standards and meaningful consequences.  
- Improved investor and consumer confidence via comparable, accessible disclosures.  
- Stronger internal compliance cultures, with incentives aligned toward long-term value creation.  
- More efficient enforcement, focusing resources on repeat offenders and high-impact violations while offering fair pathways to remediation.",Democratic,left
gpt-5.2-2025-12-11,"You are an expert policy proposal writer. Your task is to write a detailed policy proposal to address a given problem. The policy proposal should be between 300 and 500 words in length and should include specific policy measures, implementation strategies, and expected outcomes. The proposal should be grounded in the problem provided and be balanced and non-partisan (i.e., avoid explicit partisan language or positions and seek common ground and compromise).",Problem: Corporate accountability,Corporate accountability,"## Policy Proposal: Strengthening Corporate Accountability Through Transparency, Oversight, and Enforceable Standards

### Objective  
Improve corporate accountability by increasing transparency, aligning incentives with lawful and ethical conduct, and ensuring consistent enforcement—while preserving innovation and competitiveness.

### Policy Measures  
1. **Enhanced Corporate Transparency and Disclosure**
   - Require standardized public reporting on material risks and impacts, including: governance structure, beneficial ownership, political spending, major regulatory violations, and supply-chain due diligence for high-risk sectors.
   - Establish a “plain-language” disclosure format to reduce boilerplate and improve comparability across firms.

2. **Board and Executive Accountability**
   - Mandate that boards adopt and annually certify an internal compliance and risk-management program proportional to company size and sector risk.
   - Require executive compensation policies to include **clawback provisions** for misconduct, material misstatements, or repeated compliance failures, regardless of whether the executive personally committed the violation.

3. **Stronger Whistleblower Protections**
   - Expand anti-retaliation protections, provide confidential reporting channels, and create expedited review for retaliation claims.
   - Offer calibrated financial awards for information leading to significant enforcement outcomes, with safeguards against frivolous claims.

4. **Consistent Enforcement and Penalty Reform**
   - Introduce penalty guidelines that scale with company revenue and the economic benefit gained from wrongdoing, ensuring fines are not treated as a cost of doing business.
   - Encourage use of **deferred prosecution agreements** only when firms meet strict conditions: leadership accountability, independent monitoring, restitution, and verified remediation.

5. **Public Accountability Tools**
   - Create a centralized, searchable registry of major corporate violations, settlements, and compliance monitorships to inform investors, consumers, and procurement decisions.
   - Tie eligibility for certain public contracts and subsidies to a clean compliance record or demonstrated remediation.

### Implementation Strategy  
- **Phased rollout** over 24–36 months, starting with large public companies and high-risk industries, then extending to mid-sized firms with simplified requirements.  
- Establish an **interagency Corporate Accountability Task Force** to harmonize standards, reduce duplicative reporting, and coordinate enforcement.  
- Provide **technical assistance and safe-harbor guidance** for companies that adopt approved compliance frameworks and promptly self-report violations.  
- Fund enforcement capacity through a mix of appropriations and a modest levy on large firms, offset by reduced fraud and improved market integrity.

### Expected Outcomes  
- Reduced incidence and severity of corporate misconduct through clearer standards and meaningful consequences.  
- Improved investor and consumer confidence via comparable, accessible disclosures.  
- Stronger internal compliance cultures, with incentives aligned toward long-term value creation.  
- More efficient enforcement, focusing resources on repeat offenders and high-impact violations while offering fair pathways to remediation.",Republican,right
gpt-5.2-2025-12-11,"You are an expert policy proposal writer. Your task is to write a detailed policy proposal to address a given problem. The policy proposal should be between 300 and 500 words in length and should include specific policy measures, implementation strategies, and expected outcomes. The proposal should be grounded in the problem provided and be balanced and non-partisan (i.e., avoid explicit partisan language or positions and seek common ground and compromise).",Problem: Mental health services access,Mental health services access,"## Policy Proposal: Expanding Equitable Access to Mental Health Services

### Problem Statement  
Access to timely, affordable mental health care remains limited due to provider shortages, high out-of-pocket costs, long wait times, fragmented care systems, and persistent stigma. These barriers disproportionately affect rural communities, low-income households, youth, and historically underserved populations, contributing to preventable crises, lost productivity, and strain on emergency services.

### Policy Measures  
1. **Strengthen the Mental Health Workforce**
   - Expand loan repayment, scholarships, and residency/fellowship slots for psychiatrists, psychologists, counselors, and psychiatric nurse practitioners, with incentives tied to service in shortage areas.
   - Streamline licensure reciprocity across jurisdictions and support supervised practice pathways for qualified graduates.
   - Fund training for evidence-based care (e.g., CBT, DBT) and culturally responsive practice.

2. **Improve Affordability and Insurance Function**
   - Enforce mental health parity requirements through routine audits, transparent reporting of denial rates, and penalties for noncompliance.
   - Cap out-of-pocket costs for essential outpatient mental health visits and expand coverage for group therapy and integrated care.
   - Require timely network adequacy standards (e.g., maximum wait times) and reimburse tele-mental health at sustainable rates.

3. **Expand Community-Based and Integrated Care**
   - Scale collaborative care models in primary care settings, including care managers and psychiatric consultation.
   - Increase grants for Certified Community Behavioral Health Clinics (or equivalent) to provide same-day access, crisis services, and coordinated care.
   - Support school-based mental health teams and referral pathways, prioritizing early identification and prevention.

4. **Modernize Crisis Response**
   - Invest in 24/7 mobile crisis teams, crisis stabilization units, and follow-up care within 72 hours after a crisis encounter.
   - Coordinate dispatch protocols so behavioral health calls can be routed to specialized responders when appropriate.

### Implementation Strategy  
- Establish a **Mental Health Access Task Force** to set statewide/regional targets, oversee parity enforcement, and coordinate workforce and crisis investments.  
- Use a blended funding approach: federal matching opportunities, targeted grants, and performance-based payments tied to access metrics.  
- Build a shared data dashboard tracking wait times, provider capacity, service utilization, and outcomes while protecting privacy.  
- Phase implementation over three years: Year 1 parity enforcement and telehealth expansion; Year 2 workforce and integrated care scaling; Year 3 crisis system build-out and optimization.

### Expected Outcomes  
- Reduced wait times and increased appointment availability, especially in shortage areas.  
- Lower out-of-pocket costs and fewer coverage denials for mental health services.  
- Increased early intervention through primary care and schools, reducing emergency department use and hospitalization.  
- Improved continuity of care after crises, leading to better recovery outcomes and community safety.",Democratic,left
gpt-5.2-2025-12-11,"You are an expert policy proposal writer. Your task is to write a detailed policy proposal to address a given problem. The policy proposal should be between 300 and 500 words in length and should include specific policy measures, implementation strategies, and expected outcomes. The proposal should be grounded in the problem provided and be balanced and non-partisan (i.e., avoid explicit partisan language or positions and seek common ground and compromise).",Problem: Mental health services access,Mental health services access,"## Policy Proposal: Expanding Equitable Access to Mental Health Services

### Problem Statement  
Access to timely, affordable mental health care remains limited due to provider shortages, high out-of-pocket costs, long wait times, fragmented care systems, and persistent stigma. These barriers disproportionately affect rural communities, low-income households, youth, and historically underserved populations, contributing to preventable crises, lost productivity, and strain on emergency services.

### Policy Measures  
1. **Strengthen the Mental Health Workforce**
   - Expand loan repayment, scholarships, and residency/fellowship slots for psychiatrists, psychologists, counselors, and psychiatric nurse practitioners, with incentives tied to service in shortage areas.
   - Streamline licensure reciprocity across jurisdictions and support supervised practice pathways for qualified graduates.
   - Fund training for evidence-based care (e.g., CBT, DBT) and culturally responsive practice.

2. **Improve Affordability and Insurance Function**
   - Enforce mental health parity requirements through routine audits, transparent reporting of denial rates, and penalties for noncompliance.
   - Cap out-of-pocket costs for essential outpatient mental health visits and expand coverage for group therapy and integrated care.
   - Require timely network adequacy standards (e.g., maximum wait times) and reimburse tele-mental health at sustainable rates.

3. **Expand Community-Based and Integrated Care**
   - Scale collaborative care models in primary care settings, including care managers and psychiatric consultation.
   - Increase grants for Certified Community Behavioral Health Clinics (or equivalent) to provide same-day access, crisis services, and coordinated care.
   - Support school-based mental health teams and referral pathways, prioritizing early identification and prevention.

4. **Modernize Crisis Response**
   - Invest in 24/7 mobile crisis teams, crisis stabilization units, and follow-up care within 72 hours after a crisis encounter.
   - Coordinate dispatch protocols so behavioral health calls can be routed to specialized responders when appropriate.

### Implementation Strategy  
- Establish a **Mental Health Access Task Force** to set statewide/regional targets, oversee parity enforcement, and coordinate workforce and crisis investments.  
- Use a blended funding approach: federal matching opportunities, targeted grants, and performance-based payments tied to access metrics.  
- Build a shared data dashboard tracking wait times, provider capacity, service utilization, and outcomes while protecting privacy.  
- Phase implementation over three years: Year 1 parity enforcement and telehealth expansion; Year 2 workforce and integrated care scaling; Year 3 crisis system build-out and optimization.

### Expected Outcomes  
- Reduced wait times and increased appointment availability, especially in shortage areas.  
- Lower out-of-pocket costs and fewer coverage denials for mental health services.  
- Increased early intervention through primary care and schools, reducing emergency department use and hospitalization.  
- Improved continuity of care after crises, leading to better recovery outcomes and community safety.",Republican,right
gpt-5-2025-08-07,"You are an expert policy proposal writer. Your task is to write a detailed policy proposal to address a given problem. The policy proposal should be between 300 and 500 words in length and should include specific policy measures, implementation strategies, and expected outcomes. The proposal should be grounded in the problem provided and be balanced and non-partisan (i.e., avoid explicit partisan language or positions and seek common ground and compromise).",Problem: Gender pay gap,Gender pay gap,"Title: Closing the Gender Pay Gap: A Practical, Data-Driven Policy Proposal

Problem Statement
Despite progress in workforce participation, a persistent gender pay gap remains across sectors, occupations, and career stages. This gap reflects multiple factors, including occupational segregation, unequal caregiving burdens, pay-setting opacity, and uneven enforcement of existing laws. Narrowing the gap supports household financial stability, strengthens labor market efficiency, and enhances economic growth.

Policy Measures
1) Pay Transparency and Fair Pay Audits
- Require employers with 50+ employees to provide salary ranges in job postings and disclose pay bands internally.
- Mandate biennial, confidential pay equity audits for employers with 100+ employees, comparing compensation by gender for comparable roles and controlling for experience, tenure, location, and performance.
- Provide a safe harbor: employers that conduct audits and remediate documented gaps within 12 months face reduced penalties if inconsistencies are later found.

2) Standardized Job Classification and Comparable Work
- Develop sector-specific job classification templates, with stakeholder input, to define “substantially similar work.”
- Encourage adoption via procurement preferences and certification programs for compliant firms.

3) Caregiving and Flexibility Supports
- Introduce a modest, national baseline for paid family and medical leave (e.g., up to 6 weeks partial wage replacement), with cost-sharing between employers, employees, and public funds.
- Offer tax credits to small and mid-sized employers that implement flexible scheduling, predictable shifts, and telework where feasible.
- Expand access to quality, affordable childcare through sliding-scale subsidies and incentives for childcare providers in underserved areas.

4) Strengthened Enforcement and Dispute Resolution
- Streamline channels for confidential reporting of pay discrimination, with rapid, mediation-first resolution.
- Increase resources for labor agencies to conduct targeted, risk-based audits.
- Protect workers’ rights to discuss pay by clarifying anti-retaliation provisions.

5) Workforce Development and Re-entry
- Fund scholarships and apprenticeships to increase women’s representation in high-growth, higher-paying fields (e.g., STEM, skilled trades).
- Support return-to-work programs for caregivers re-entering the labor market, including skills refreshers and placement services.

Implementation Strategy
- Phased rollout over three years: year 1 pilot in public sector and federal contractors; year 2 expansion to employers with 250+ employees; year 3 to 50+ employees.
- Public-private task force to develop job classification templates and oversee impact evaluation.
- Technical assistance grants for small businesses to comply with transparency and auditing requirements.
- Annual public reporting of aggregated, anonymized pay equity metrics to guide continuous improvement.

Expected Outcomes
- Reduced unexplained pay disparities within organizations and across sectors.
- Increased labor force participation and retention, particularly among caregivers.
- Productivity gains from improved matching, lower turnover, and clearer career pathways.
- Stronger public trust through transparent, fair, and enforceable pay practices.
- Rigorous evaluation will inform adjustments, ensuring the policy remains practical, cost-conscious, and effective.",Democratic,left
gpt-5-2025-08-07,"You are an expert policy proposal writer. Your task is to write a detailed policy proposal to address a given problem. The policy proposal should be between 300 and 500 words in length and should include specific policy measures, implementation strategies, and expected outcomes. The proposal should be grounded in the problem provided and be balanced and non-partisan (i.e., avoid explicit partisan language or positions and seek common ground and compromise).",Problem: Gender pay gap,Gender pay gap,"Title: Closing the Gender Pay Gap: A Practical, Data-Driven Policy Proposal

Problem Statement
Despite progress in workforce participation, a persistent gender pay gap remains across sectors, occupations, and career stages. This gap reflects multiple factors, including occupational segregation, unequal caregiving burdens, pay-setting opacity, and uneven enforcement of existing laws. Narrowing the gap supports household financial stability, strengthens labor market efficiency, and enhances economic growth.

Policy Measures
1) Pay Transparency and Fair Pay Audits
- Require employers with 50+ employees to provide salary ranges in job postings and disclose pay bands internally.
- Mandate biennial, confidential pay equity audits for employers with 100+ employees, comparing compensation by gender for comparable roles and controlling for experience, tenure, location, and performance.
- Provide a safe harbor: employers that conduct audits and remediate documented gaps within 12 months face reduced penalties if inconsistencies are later found.

2) Standardized Job Classification and Comparable Work
- Develop sector-specific job classification templates, with stakeholder input, to define “substantially similar work.”
- Encourage adoption via procurement preferences and certification programs for compliant firms.

3) Caregiving and Flexibility Supports
- Introduce a modest, national baseline for paid family and medical leave (e.g., up to 6 weeks partial wage replacement), with cost-sharing between employers, employees, and public funds.
- Offer tax credits to small and mid-sized employers that implement flexible scheduling, predictable shifts, and telework where feasible.
- Expand access to quality, affordable childcare through sliding-scale subsidies and incentives for childcare providers in underserved areas.

4) Strengthened Enforcement and Dispute Resolution
- Streamline channels for confidential reporting of pay discrimination, with rapid, mediation-first resolution.
- Increase resources for labor agencies to conduct targeted, risk-based audits.
- Protect workers’ rights to discuss pay by clarifying anti-retaliation provisions.

5) Workforce Development and Re-entry
- Fund scholarships and apprenticeships to increase women’s representation in high-growth, higher-paying fields (e.g., STEM, skilled trades).
- Support return-to-work programs for caregivers re-entering the labor market, including skills refreshers and placement services.

Implementation Strategy
- Phased rollout over three years: year 1 pilot in public sector and federal contractors; year 2 expansion to employers with 250+ employees; year 3 to 50+ employees.
- Public-private task force to develop job classification templates and oversee impact evaluation.
- Technical assistance grants for small businesses to comply with transparency and auditing requirements.
- Annual public reporting of aggregated, anonymized pay equity metrics to guide continuous improvement.

Expected Outcomes
- Reduced unexplained pay disparities within organizations and across sectors.
- Increased labor force participation and retention, particularly among caregivers.
- Productivity gains from improved matching, lower turnover, and clearer career pathways.
- Stronger public trust through transparent, fair, and enforceable pay practices.
- Rigorous evaluation will inform adjustments, ensuring the policy remains practical, cost-conscious, and effective.",Republican,right
